NumerKartyCzlonkowskiej,NumerSali,DataZajec,Godzina,Ocena,Komentarz
MCALST2565,4,2022-04-20,12:00,1,"Za dużo osób w grupie, brakowało indywidualnego podejścia."
MCWOWA5840,1,2024-12-07,06:00,,brak komentarza
MCKOWA9893,5,2024-01-18,10:00,3,"Sala za mała, było zbyt tłoczno i duszno."
MCMAGO2945,4,2022-04-20,12:00,,brak komentarza
MCKACI9241,5,2024-01-18,10:00,2,"Sprzęt w złym stanie, kilka mat było podartych."
MCMIPO6539,1,2023-12-20,20:00,,brak komentarza
MCDAFI7093,4,2022-08-24,12:00,4,Instruktor tłumaczy wszystko bardzo jasno i z uśmiechem.
MCMIPA1810,5,2024-11-20,10:00,5,"Sala czysta, sprzęt w doskonałym stanie – polecam!"
MCKRZA3670,8,2022-04-06,10:00,,brak komentarza
MCLIKA5395,8,2022-04-06,10:00,2,"Instruktor mówił zbyt cicho, trudno było zrozumieć polecenia."
MCMAPR1623,3,2023-07-05,08:00,4,"Zajęcia idealne na początek dnia, dużo energii i pozytywnej muzyki."
MCKAHO5479,8,2022-04-06,10:00,4,Super atmosfera i dobrze dobrane tempo ćwiczeń.
MCAPJA8973,1,2023-12-03,08:00,,brak komentarza
MCKOKL4817,8,2025-08-14,18:00,1,"Instruktor mówił zbyt cicho, trudno było zrozumieć polecenia."
MCKASI9276,6,2025-09-12,10:00,1,"Instruktor mówił zbyt cicho, trudno było zrozumieć polecenia."
MCMIPO7183,1,2023-12-03,08:00,4,"Sala czysta, sprzęt w doskonałym stanie – polecam!"
MCMADE7641,5,2024-11-20,10:00,4,"Świetny instruktor, zajęcia bardzo motywujące!"
MCNILU8258,8,2022-09-24,12:00,2,"Sprzęt w złym stanie, kilka mat było podartych."
MCKOZO2811,1,2024-12-07,06:00,4,Instruktor tłumaczy wszystko bardzo jasno i z uśmiechem.
MCMIPA1810,5,2023-10-21,10:00,5,Instruktor tłumaczy wszystko bardzo jasno i z uśmiechem.
MCDOPY6914,4,2022-04-20,12:00,2,"Sprzęt w złym stanie, kilka mat było podartych."
MCMAKL4879,7,2025-06-21,10:00,3,"Sala za mała, było zbyt tłoczno i duszno."
MCDAFI7093,6,2025-09-12,10:00,3,"Sprzęt w złym stanie, kilka mat było podartych."
MCFRRU6656,6,2025-09-12,10:00,1,Zajęcia rozpoczęły się z dużym opóźnieniem.
MCTOSM8053,8,2022-04-06,10:00,3,"Sprzęt w złym stanie, kilka mat było podartych."
MCPIMA4013,4,2022-04-20,12:00,3,"Za dużo osób w grupie, brakowało indywidualnego podejścia."
MCMOCE7714,5,2023-10-21,10:00,4,"Sala czysta, sprzęt w doskonałym stanie – polecam!"
MCTARA6658,5,2025-01-24,20:00,4,Super atmosfera i dobrze dobrane tempo ćwiczeń.
MCKAHO5479,2,2025-09-30,06:00,,brak komentarza
MCKOZO2811,1,2023-05-30,08:00,3,Zajęcia rozpoczęły się z dużym opóźnieniem.
MCANUS3401,1,2023-10-12,12:00,2,"Sprzęt w złym stanie, kilka mat było podartych."
MCAPJA8973,2,2025-04-12,18:00,,brak komentarza
MCANKY4743,4,2022-08-24,12:00,3,"Za dużo osób w grupie, brakowało indywidualnego podejścia."
MCMOPO7575,8,2022-04-06,10:00,2,"Za dużo osób w grupie, brakowało indywidualnego podejścia."
MCMOCE7714,5,2024-01-18,10:00,3,"Sprzęt w złym stanie, kilka mat było podartych."
MCKLKU7759,4,2023-05-24,16:00,5,"Świetny instruktor, zajęcia bardzo motywujące!"
MCKAHO5479,7,2025-01-20,08:00,3,"Za dużo osób w grupie, brakowało indywidualnego podejścia."
MCJOKU9075,7,2025-06-21,10:00,1,"Za dużo osób w grupie, brakowało indywidualnego podejścia."
MCKOZO2811,7,2025-01-20,08:00,2,"Sprzęt w złym stanie, kilka mat było podartych."
MCMOGA8397,2,2025-08-08,12:00,1,"Instruktor mówił zbyt cicho, trudno było zrozumieć polecenia."
MCTOSM8053,2,2025-09-30,06:00,5,Super atmosfera i dobrze dobrane tempo ćwiczeń.
MCNARO3680,8,2022-09-24,12:00,3,"Sala za mała, było zbyt tłoczno i duszno."
MCKASI9276,5,2024-11-20,10:00,,brak komentarza
MCMIPO6539,7,2025-06-21,10:00,5,Instruktor tłumaczy wszystko bardzo jasno i z uśmiechem.
MCMIPO6539,5,2023-06-14,10:00,3,"Sala za mała, było zbyt tłoczno i duszno."
MCJOKU9075,5,2024-01-18,10:00,5,Instruktor tłumaczy wszystko bardzo jasno i z uśmiechem.
MCGALI8305,6,2024-08-31,10:00,5,"Świetny instruktor, zajęcia bardzo motywujące!"
MCWOWA5840,8,2025-08-14,18:00,4,"Świetny instruktor, zajęcia bardzo motywujące!"
MCSASL2924,1,2022-02-12,10:00,5,"Zajęcia idealne na początek dnia, dużo energii i pozytywnej muzyki."
MCKASZ7982,5,2024-11-20,10:00,5,Super atmosfera i dobrze dobrane tempo ćwiczeń.
MCMAPR1623,2,2025-08-08,12:00,3,"Sprzęt w złym stanie, kilka mat było podartych."
MCKOZO2811,3,2024-03-28,16:00,4,Instruktor tłumaczy wszystko bardzo jasno i z uśmiechem.
MCKLKU7759,2,2025-04-12,18:00,4,Instruktor tłumaczy wszystko bardzo jasno i z uśmiechem.
MCNIWY6055,4,2024-09-21,06:00,2,Zajęcia rozpoczęły się z dużym opóźnieniem.
MCKLKU7759,2,2025-06-23,08:00,3,"Za dużo osób w grupie, brakowało indywidualnego podejścia."
MCANEK8614,1,2023-05-30,08:00,3,"Za dużo osób w grupie, brakowało indywidualnego podejścia."
MCTYDR4424,5,2023-10-21,10:00,5,Instruktor tłumaczy wszystko bardzo jasno i z uśmiechem.
MCIGWA4480,5,2023-10-21,10:00,2,"Sprzęt w złym stanie, kilka mat było podartych."
MCJOKU9075,1,2024-12-07,06:00,1,Zajęcia rozpoczęły się z dużym opóźnieniem.
MCLIKA5395,5,2024-01-18,10:00,1,"Za dużo osób w grupie, brakowało indywidualnego podejścia."
MCELBI8129,4,2022-08-24,12:00,3,"Instruktor mówił zbyt cicho, trudno było zrozumieć polecenia."
MCALST2565,3,2023-07-05,08:00,3,Zajęcia rozpoczęły się z dużym opóźnieniem.
MCKAWO3184,5,2024-01-18,10:00,3,"Sprzęt w złym stanie, kilka mat było podartych."
MCJUPE6039,2,2025-08-08,12:00,2,Zajęcia rozpoczęły się z dużym opóźnieniem.
MCKASZ7982,6,2024-08-31,10:00,5,"Świetny instruktor, zajęcia bardzo motywujące!"
MCLEKU5386,4,2022-08-24,12:00,2,"Za dużo osób w grupie, brakowało indywidualnego podejścia."
MCKAHO5479,5,2024-11-20,10:00,4,Instruktor tłumaczy wszystko bardzo jasno i z uśmiechem.
MCAUDR7213,4,2023-05-24,16:00,5,"Sala czysta, sprzęt w doskonałym stanie – polecam!"
MCAPJA8973,8,2022-04-06,10:00,4,"Zajęcia idealne na początek dnia, dużo energii i pozytywnej muzyki."
MCLIRO9763,7,2025-06-21,10:00,4,"Sala czysta, sprzęt w doskonałym stanie – polecam!"
MCLIBA7853,6,2024-08-31,10:00,2,Zajęcia rozpoczęły się z dużym opóźnieniem.
MCSASL2924,2,2025-08-08,12:00,5,Instruktor tłumaczy wszystko bardzo jasno i z uśmiechem.
MCTOSM8053,1,2024-12-07,06:00,4,"Sala czysta, sprzęt w doskonałym stanie – polecam!"
MCKRZA3670,4,2023-05-24,16:00,1,"Instruktor mówił zbyt cicho, trudno było zrozumieć polecenia."
MCMOGA8397,1,2023-05-30,08:00,1,"Sala za mała, było zbyt tłoczno i duszno."
MCJEPI3184,1,2023-10-12,12:00,5,"Zajęcia idealne na początek dnia, dużo energii i pozytywnej muzyki."
MCNARO3680,5,2023-06-14,10:00,1,"Za dużo osób w grupie, brakowało indywidualnego podejścia."
MCKAHO5479,1,2023-12-03,08:00,1,"Sprzęt w złym stanie, kilka mat było podartych."
MCKRZA3670,1,2022-02-12,10:00,3,"Za dużo osób w grupie, brakowało indywidualnego podejścia."
MCNIWY6055,5,2023-10-21,10:00,,brak komentarza
MCJAKO1723,1,2023-12-03,08:00,1,"Sala za mała, było zbyt tłoczno i duszno."
MCKOZO2811,1,2023-10-12,12:00,4,"Zajęcia idealne na początek dnia, dużo energii i pozytywnej muzyki."
MCMAKL4879,8,2025-02-10,08:00,3,"Za dużo osób w grupie, brakowało indywidualnego podejścia."
MCLEKU5386,4,2023-05-24,16:00,3,"Instruktor mówił zbyt cicho, trudno było zrozumieć polecenia."
MCGALI8305,2,2025-08-08,12:00,3,"Sala za mała, było zbyt tłoczno i duszno."
MCLIRO9763,2,2025-08-08,12:00,2,"Za dużo osób w grupie, brakowało indywidualnego podejścia."
MCIGWA4480,1,2023-12-03,08:00,5,"Sala czysta, sprzęt w doskonałym stanie – polecam!"
MCBIUS2720,2,2025-06-23,08:00,1,"Sprzęt w złym stanie, kilka mat było podartych."
MCDAFI7093,6,2024-08-31,10:00,4,Instruktor tłumaczy wszystko bardzo jasno i z uśmiechem.
MCMAKA7572,8,2022-09-24,12:00,1,"Instruktor mówił zbyt cicho, trudno było zrozumieć polecenia."
MCANHY3324,1,2023-12-03,08:00,3,"Za dużo osób w grupie, brakowało indywidualnego podejścia."
MCKARE9477,4,2022-04-20,12:00,4,"Sala czysta, sprzęt w doskonałym stanie – polecam!"
MCANKY4743,4,2023-05-24,16:00,,brak komentarza
MCELBI8129,7,2025-06-21,10:00,2,"Instruktor mówił zbyt cicho, trudno było zrozumieć polecenia."
MCMAKA7572,1,2023-12-20,20:00,1,"Sala za mała, było zbyt tłoczno i duszno."
MCKOWA9893,1,2023-12-20,20:00,1,Zajęcia rozpoczęły się z dużym opóźnieniem.
MCMIPO6539,2,2025-08-08,12:00,3,"Sprzęt w złym stanie, kilka mat było podartych."
MCMIPO6539,5,2025-01-24,20:00,5,"Zajęcia idealne na początek dnia, dużo energii i pozytywnej muzyki."
MCMOCE7714,4,2022-08-24,12:00,4,Instruktor tłumaczy wszystko bardzo jasno i z uśmiechem.
MCIGWA4480,6,2023-10-26,08:00,3,"Instruktor mówił zbyt cicho, trudno było zrozumieć polecenia."
MCSASL2924,3,2023-07-05,08:00,4,"Zajęcia idealne na początek dnia, dużo energii i pozytywnej muzyki."
MCWOWA5840,4,2024-09-21,06:00,1,"Instruktor mówił zbyt cicho, trudno było zrozumieć polecenia."
MCJADU9144,1,2022-02-12,10:00,1,"Za dużo osób w grupie, brakowało indywidualnego podejścia."
MCMADE7641,2,2025-08-08,12:00,2,Zajęcia rozpoczęły się z dużym opóźnieniem.
MCMAPR1623,1,2023-05-30,08:00,5,"Zajęcia idealne na początek dnia, dużo energii i pozytywnej muzyki."
MCMAGO2945,2,2025-04-12,18:00,,brak komentarza
MCKOWA9893,1,2023-05-30,08:00,2,Zajęcia rozpoczęły się z dużym opóźnieniem.
MCLIRO9763,1,2024-12-07,06:00,4,"Zajęcia idealne na początek dnia, dużo energii i pozytywnej muzyki."
MCLIKA5395,6,2025-09-12,10:00,5,"Sala czysta, sprzęt w doskonałym stanie – polecam!"
MCTOSM8053,1,2023-10-12,12:00,4,Super atmosfera i dobrze dobrane tempo ćwiczeń.
MCIGWA4480,2,2025-08-08,12:00,2,"Sprzęt w złym stanie, kilka mat było podartych."
MCMAPR1623,5,2024-01-18,10:00,,brak komentarza
MCANUS3401,8,2025-08-14,18:00,4,"Świetny instruktor, zajęcia bardzo motywujące!"
MCJOKU9075,5,2025-01-24,20:00,3,"Sprzęt w złym stanie, kilka mat było podartych."
MCKOZO2811,2,2025-06-23,08:00,3,Zajęcia rozpoczęły się z dużym opóźnieniem.
MCJUPE6039,1,2023-12-20,20:00,5,"Zajęcia idealne na początek dnia, dużo energii i pozytywnej muzyki."
MCPIME7311,3,2024-03-28,16:00,5,"Zajęcia idealne na początek dnia, dużo energii i pozytywnej muzyki."
MCKOZO2811,5,2024-11-20,10:00,4,"Zajęcia idealne na początek dnia, dużo energii i pozytywnej muzyki."
MCJUPE6039,8,2025-08-14,18:00,,brak komentarza
MCMIPO6539,1,2024-12-07,06:00,3,"Sprzęt w złym stanie, kilka mat było podartych."
MCMIPA1810,7,2025-06-21,10:00,2,"Za dużo osób w grupie, brakowało indywidualnego podejścia."
MCKOKL4817,4,2023-05-24,16:00,5,"Sala czysta, sprzęt w doskonałym stanie – polecam!"
MCJEPI3184,8,2025-08-14,18:00,2,"Sprzęt w złym stanie, kilka mat było podartych."
MCAUDR7213,2,2025-08-08,12:00,5,"Zajęcia idealne na początek dnia, dużo energii i pozytywnej muzyki."
MCMIPO6539,6,2023-10-26,08:00,2,"Sprzęt w złym stanie, kilka mat było podartych."
MCTARA6658,6,2025-09-12,10:00,3,"Za dużo osób w grupie, brakowało indywidualnego podejścia."
MCPIMA4013,8,2025-08-14,18:00,5,"Zajęcia idealne na początek dnia, dużo energii i pozytywnej muzyki."
MCWOWA5840,1,2023-12-20,20:00,4,"Sala czysta, sprzęt w doskonałym stanie – polecam!"
MCFRRU6656,2,2025-06-23,08:00,3,"Instruktor mówił zbyt cicho, trudno było zrozumieć polecenia."
MCAUDR7213,7,2025-01-20,08:00,,brak komentarza
MCNILU8258,4,2023-05-24,16:00,4,"Świetny instruktor, zajęcia bardzo motywujące!"
MCAUDR7213,2,2025-09-30,06:00,5,"Zajęcia idealne na początek dnia, dużo energii i pozytywnej muzyki."
MCKOKL4817,4,2022-04-20,12:00,3,"Sprzęt w złym stanie, kilka mat było podartych."
MCJEPI3184,1,2023-12-20,20:00,3,"Za dużo osób w grupie, brakowało indywidualnego podejścia."
MCSASL2924,2,2025-09-30,06:00,3,"Instruktor mówił zbyt cicho, trudno było zrozumieć polecenia."
MCPIMA4013,5,2024-01-18,10:00,4,Instruktor tłumaczy wszystko bardzo jasno i z uśmiechem.
MCKOWA9893,1,2023-10-12,12:00,4,"Zajęcia idealne na początek dnia, dużo energii i pozytywnej muzyki."
MCJAKO1723,7,2025-06-21,10:00,5,Instruktor tłumaczy wszystko bardzo jasno i z uśmiechem.
MCMOGA8397,1,2024-12-07,06:00,2,"Sala za mała, było zbyt tłoczno i duszno."
MCNARO3680,5,2024-11-20,10:00,4,"Świetny instruktor, zajęcia bardzo motywujące!"
MCMAPR1623,4,2023-05-24,16:00,3,"Instruktor mówił zbyt cicho, trudno było zrozumieć polecenia."
MCIGWA4480,8,2025-02-10,08:00,4,Super atmosfera i dobrze dobrane tempo ćwiczeń.
MCKARE9477,1,2023-05-30,08:00,2,"Instruktor mówił zbyt cicho, trudno było zrozumieć polecenia."
MCNARO3680,6,2023-10-26,08:00,4,Super atmosfera i dobrze dobrane tempo ćwiczeń.
MCIGWA4480,1,2023-12-20,20:00,1,"Za dużo osób w grupie, brakowało indywidualnego podejścia."
MCLEKU5386,4,2024-09-21,06:00,2,Zajęcia rozpoczęły się z dużym opóźnieniem.
MCELBI8129,2,2025-06-23,08:00,4,"Świetny instruktor, zajęcia bardzo motywujące!"
MCANUS3401,5,2024-11-20,10:00,4,"Sala czysta, sprzęt w doskonałym stanie – polecam!"
MCKACI9241,8,2025-08-14,18:00,5,"Świetny instruktor, zajęcia bardzo motywujące!"
MCKAWO3184,8,2022-04-06,10:00,3,"Instruktor mówił zbyt cicho, trudno było zrozumieć polecenia."
MCDOPY6914,8,2025-08-14,18:00,3,"Instruktor mówił zbyt cicho, trudno było zrozumieć polecenia."
MCKAPA6704,4,2022-04-20,12:00,3,"Za dużo osób w grupie, brakowało indywidualnego podejścia."
MCMOCE7714,1,2023-05-30,08:00,2,"Sprzęt w złym stanie, kilka mat było podartych."
MCKAWO3184,5,2024-11-20,10:00,5,Super atmosfera i dobrze dobrane tempo ćwiczeń.
MCTARA6658,7,2025-06-21,10:00,3,"Za dużo osób w grupie, brakowało indywidualnego podejścia."
MCNARO3680,8,2022-04-06,10:00,4,Instruktor tłumaczy wszystko bardzo jasno i z uśmiechem.
MCNARO3680,7,2025-06-21,10:00,5,"Zajęcia idealne na początek dnia, dużo energii i pozytywnej muzyki."
MCJUPE6039,1,2022-02-12,10:00,2,"Sala za mała, było zbyt tłoczno i duszno."
MCDOPY6914,2,2025-06-23,08:00,2,"Za dużo osób w grupie, brakowało indywidualnego podejścia."
MCALST2565,1,2023-05-30,08:00,3,"Sprzęt w złym stanie, kilka mat było podartych."
MCMIPO7183,8,2025-08-14,18:00,4,"Świetny instruktor, zajęcia bardzo motywujące!"
MCPIME7311,6,2024-08-31,10:00,1,Zajęcia rozpoczęły się z dużym opóźnieniem.
MCALST2565,4,2022-08-24,12:00,,brak komentarza
MCALST2565,7,2025-06-21,10:00,4,Instruktor tłumaczy wszystko bardzo jasno i z uśmiechem.
MCPIMA4013,8,2022-04-06,10:00,3,"Sprzęt w złym stanie, kilka mat było podartych."
MCSASL2924,1,2024-12-07,06:00,3,"Za dużo osób w grupie, brakowało indywidualnego podejścia."
MCDAFI7093,7,2025-01-20,08:00,,brak komentarza
MCWOWA5840,2,2025-04-12,18:00,4,"Świetny instruktor, zajęcia bardzo motywujące!"
MCMAGO2945,1,2023-05-30,08:00,5,Super atmosfera i dobrze dobrane tempo ćwiczeń.
MCMIPO7183,4,2022-08-24,12:00,5,Super atmosfera i dobrze dobrane tempo ćwiczeń.
MCMOGA8397,5,2024-01-18,10:00,1,"Sala za mała, było zbyt tłoczno i duszno."
MCAPJA8973,7,2025-06-21,10:00,,brak komentarza
MCADKU6660,2,2025-08-08,12:00,5,Instruktor tłumaczy wszystko bardzo jasno i z uśmiechem.
MCJUPE6039,7,2025-01-20,08:00,3,"Sala za mała, było zbyt tłoczno i duszno."
MCMAKA7572,1,2022-02-12,10:00,2,"Sprzęt w złym stanie, kilka mat było podartych."
MCMAKA7572,1,2023-12-03,08:00,4,"Zajęcia idealne na początek dnia, dużo energii i pozytywnej muzyki."
MCMAPR1623,5,2023-10-21,10:00,3,"Sprzęt w złym stanie, kilka mat było podartych."
MCFIPI8666,1,2023-10-12,12:00,1,Zajęcia rozpoczęły się z dużym opóźnieniem.
MCMAKA7572,2,2025-08-08,12:00,,brak komentarza
MCPIME7311,7,2025-06-21,10:00,1,Zajęcia rozpoczęły się z dużym opóźnieniem.
MCKLKU7759,5,2023-10-21,10:00,4,"Sala czysta, sprzęt w doskonałym stanie – polecam!"
MCDOPY6914,5,2025-01-24,20:00,1,"Instruktor mówił zbyt cicho, trudno było zrozumieć polecenia."
MCKASZ7982,3,2023-07-05,08:00,5,Instruktor tłumaczy wszystko bardzo jasno i z uśmiechem.
MCAPJA8973,4,2022-08-24,12:00,4,"Sala czysta, sprzęt w doskonałym stanie – polecam!"
MCTOSM8053,5,2023-06-14,10:00,3,"Instruktor mówił zbyt cicho, trudno było zrozumieć polecenia."
MCAUDR7213,1,2023-10-12,12:00,3,Zajęcia rozpoczęły się z dużym opóźnieniem.
MCMIPA1810,8,2025-02-10,08:00,3,"Sprzęt w złym stanie, kilka mat było podartych."
MCANUS3401,2,2025-09-30,06:00,5,"Zajęcia idealne na początek dnia, dużo energii i pozytywnej muzyki."
MCFRRU6656,1,2023-12-03,08:00,,brak komentarza
MCKAWO3184,2,2025-06-23,08:00,1,"Za dużo osób w grupie, brakowało indywidualnego podejścia."
