ID_Data;Data;Rok;Miesiac;NumerMiesiaca;Dzien;DzienTygodnia;NumerDniaTygodnia;Weekend;Swieto;Wakacje
626;2023-09-18;2023;September;9;18;Monday;1;dzień pracujący;brak święta;brak wakacji
627;2023-09-19;2023;September;9;19;Tuesday;2;dzień pracujący;brak święta;brak wakacji
628;2023-09-20;2023;September;9;20;Wednesday;3;dzień pracujący;brak święta;brak wakacji
629;2023-09-21;2023;September;9;21;Thursday;4;dzień pracujący;brak święta;brak wakacji
630;2023-09-22;2023;September;9;22;Friday;5;dzień pracujący;brak święta;brak wakacji
631;2023-09-23;2023;September;9;23;Saturday;6;weekend;brak święta;brak wakacji
632;2023-09-24;2023;September;9;24;Sunday;7;weekend;brak święta;brak wakacji
633;2023-09-25;2023;September;9;25;Monday;1;dzień pracujący;brak święta;brak wakacji
634;2023-09-26;2023;September;9;26;Tuesday;2;dzień pracujący;brak święta;brak wakacji
635;2023-09-27;2023;September;9;27;Wednesday;3;dzień pracujący;brak święta;brak wakacji
636;2023-09-28;2023;September;9;28;Thursday;4;dzień pracujący;brak święta;brak wakacji
637;2023-09-29;2023;September;9;29;Friday;5;dzień pracujący;brak święta;brak wakacji
638;2023-09-30;2023;September;9;30;Saturday;6;weekend;brak święta;brak wakacji
639;2023-10-01;2023;October;10;1;Sunday;7;weekend;brak święta;brak wakacji
640;2023-10-02;2023;October;10;2;Monday;1;dzień pracujący;brak święta;brak wakacji
641;2023-10-03;2023;October;10;3;Tuesday;2;dzień pracujący;brak święta;brak wakacji
642;2023-10-04;2023;October;10;4;Wednesday;3;dzień pracujący;brak święta;brak wakacji
643;2023-10-05;2023;October;10;5;Thursday;4;dzień pracujący;brak święta;brak wakacji
644;2023-10-06;2023;October;10;6;Friday;5;dzień pracujący;brak święta;brak wakacji
645;2023-10-07;2023;October;10;7;Saturday;6;weekend;brak święta;brak wakacji
646;2023-10-08;2023;October;10;8;Sunday;7;weekend;brak święta;brak wakacji
647;2023-10-09;2023;October;10;9;Monday;1;dzień pracujący;brak święta;brak wakacji
648;2023-10-10;2023;October;10;10;Tuesday;2;dzień pracujący;brak święta;brak wakacji
649;2023-10-11;2023;October;10;11;Wednesday;3;dzień pracujący;brak święta;brak wakacji
650;2023-10-12;2023;October;10;12;Thursday;4;dzień pracujący;brak święta;brak wakacji
651;2023-10-13;2023;October;10;13;Friday;5;dzień pracujący;brak święta;brak wakacji
652;2023-10-14;2023;October;10;14;Saturday;6;weekend;brak święta;brak wakacji
653;2023-10-15;2023;October;10;15;Sunday;7;weekend;brak święta;brak wakacji
654;2023-10-16;2023;October;10;16;Monday;1;dzień pracujący;brak święta;brak wakacji
655;2023-10-17;2023;October;10;17;Tuesday;2;dzień pracujący;brak święta;brak wakacji
656;2023-10-18;2023;October;10;18;Wednesday;3;dzień pracujący;brak święta;brak wakacji
657;2023-10-19;2023;October;10;19;Thursday;4;dzień pracujący;brak święta;brak wakacji
658;2023-10-20;2023;October;10;20;Friday;5;dzień pracujący;brak święta;brak wakacji
659;2023-10-21;2023;October;10;21;Saturday;6;weekend;brak święta;brak wakacji
660;2023-10-22;2023;October;10;22;Sunday;7;weekend;brak święta;brak wakacji
661;2023-10-23;2023;October;10;23;Monday;1;dzień pracujący;brak święta;brak wakacji
662;2023-10-24;2023;October;10;24;Tuesday;2;dzień pracujący;brak święta;brak wakacji
663;2023-10-25;2023;October;10;25;Wednesday;3;dzień pracujący;brak święta;brak wakacji
664;2023-10-26;2023;October;10;26;Thursday;4;dzień pracujący;brak święta;brak wakacji
665;2023-10-27;2023;October;10;27;Friday;5;dzień pracujący;brak święta;brak wakacji
666;2023-10-28;2023;October;10;28;Saturday;6;weekend;brak święta;brak wakacji
667;2023-10-29;2023;October;10;29;Sunday;7;weekend;brak święta;brak wakacji
668;2023-10-30;2023;October;10;30;Monday;1;dzień pracujący;brak święta;brak wakacji
669;2023-10-31;2023;October;10;31;Tuesday;2;dzień pracujący;brak święta;brak wakacji
670;2023-11-01;2023;November;11;1;Wednesday;3;dzień pracujący;Wszystkich Świętych;brak wakacji
671;2023-11-02;2023;November;11;2;Thursday;4;dzień pracujący;brak święta;brak wakacji
672;2023-11-03;2023;November;11;3;Friday;5;dzień pracujący;brak święta;brak wakacji
673;2023-11-04;2023;November;11;4;Saturday;6;weekend;brak święta;brak wakacji
674;2023-11-05;2023;November;11;5;Sunday;7;weekend;brak święta;brak wakacji
675;2023-11-06;2023;November;11;6;Monday;1;dzień pracujący;brak święta;brak wakacji
676;2023-11-07;2023;November;11;7;Tuesday;2;dzień pracujący;brak święta;brak wakacji
677;2023-11-08;2023;November;11;8;Wednesday;3;dzień pracujący;brak święta;brak wakacji
678;2023-11-09;2023;November;11;9;Thursday;4;dzień pracujący;brak święta;brak wakacji
679;2023-11-10;2023;November;11;10;Friday;5;dzień pracujący;brak święta;brak wakacji
680;2023-11-11;2023;November;11;11;Saturday;6;weekend;Święto Niepodległości;brak wakacji
681;2023-11-12;2023;November;11;12;Sunday;7;weekend;brak święta;brak wakacji
682;2023-11-13;2023;November;11;13;Monday;1;dzień pracujący;brak święta;brak wakacji
683;2023-11-14;2023;November;11;14;Tuesday;2;dzień pracujący;brak święta;brak wakacji
684;2023-11-15;2023;November;11;15;Wednesday;3;dzień pracujący;brak święta;brak wakacji
685;2023-11-16;2023;November;11;16;Thursday;4;dzień pracujący;brak święta;brak wakacji
686;2023-11-17;2023;November;11;17;Friday;5;dzień pracujący;brak święta;brak wakacji
687;2023-11-18;2023;November;11;18;Saturday;6;weekend;brak święta;brak wakacji
688;2023-11-19;2023;November;11;19;Sunday;7;weekend;brak święta;brak wakacji
689;2023-11-20;2023;November;11;20;Monday;1;dzień pracujący;brak święta;brak wakacji
690;2023-11-21;2023;November;11;21;Tuesday;2;dzień pracujący;brak święta;brak wakacji
691;2023-11-22;2023;November;11;22;Wednesday;3;dzień pracujący;brak święta;brak wakacji
692;2023-11-23;2023;November;11;23;Thursday;4;dzień pracujący;brak święta;brak wakacji
693;2023-11-24;2023;November;11;24;Friday;5;dzień pracujący;brak święta;brak wakacji
694;2023-11-25;2023;November;11;25;Saturday;6;weekend;brak święta;brak wakacji
695;2023-11-26;2023;November;11;26;Sunday;7;weekend;brak święta;brak wakacji
696;2023-11-27;2023;November;11;27;Monday;1;dzień pracujący;brak święta;brak wakacji
697;2023-11-28;2023;November;11;28;Tuesday;2;dzień pracujący;brak święta;brak wakacji
698;2023-11-29;2023;November;11;29;Wednesday;3;dzień pracujący;brak święta;brak wakacji
699;2023-11-30;2023;November;11;30;Thursday;4;dzień pracujący;brak święta;brak wakacji
700;2023-12-01;2023;December;12;1;Friday;5;dzień pracujący;brak święta;brak wakacji
701;2023-12-02;2023;December;12;2;Saturday;6;weekend;brak święta;brak wakacji
702;2023-12-03;2023;December;12;3;Sunday;7;weekend;brak święta;brak wakacji
703;2023-12-04;2023;December;12;4;Monday;1;dzień pracujący;brak święta;brak wakacji
704;2023-12-05;2023;December;12;5;Tuesday;2;dzień pracujący;brak święta;brak wakacji
705;2023-12-06;2023;December;12;6;Wednesday;3;dzień pracujący;brak święta;brak wakacji
706;2023-12-07;2023;December;12;7;Thursday;4;dzień pracujący;brak święta;brak wakacji
707;2023-12-08;2023;December;12;8;Friday;5;dzień pracujący;brak święta;brak wakacji
708;2023-12-09;2023;December;12;9;Saturday;6;weekend;brak święta;brak wakacji
709;2023-12-10;2023;December;12;10;Sunday;7;weekend;brak święta;brak wakacji
710;2023-12-11;2023;December;12;11;Monday;1;dzień pracujący;brak święta;brak wakacji
711;2023-12-12;2023;December;12;12;Tuesday;2;dzień pracujący;brak święta;brak wakacji
712;2023-12-13;2023;December;12;13;Wednesday;3;dzień pracujący;brak święta;brak wakacji
713;2023-12-14;2023;December;12;14;Thursday;4;dzień pracujący;brak święta;brak wakacji
714;2023-12-15;2023;December;12;15;Friday;5;dzień pracujący;brak święta;brak wakacji
715;2023-12-16;2023;December;12;16;Saturday;6;weekend;brak święta;brak wakacji
716;2023-12-17;2023;December;12;17;Sunday;7;weekend;brak święta;brak wakacji
717;2023-12-18;2023;December;12;18;Monday;1;dzień pracujący;brak święta;brak wakacji
718;2023-12-19;2023;December;12;19;Tuesday;2;dzień pracujący;brak święta;brak wakacji
719;2023-12-20;2023;December;12;20;Wednesday;3;dzień pracujący;brak święta;brak wakacji
720;2023-12-21;2023;December;12;21;Thursday;4;dzień pracujący;brak święta;brak wakacji
721;2023-12-22;2023;December;12;22;Friday;5;dzień pracujący;brak święta;brak wakacji
722;2023-12-23;2023;December;12;23;Saturday;6;weekend;brak święta;brak wakacji
723;2023-12-24;2023;December;12;24;Sunday;7;weekend;Wigilia;brak wakacji
724;2023-12-25;2023;December;12;25;Monday;1;dzień pracujący;Pierwszy Dzień Bożego Narodzenia;brak wakacji
725;2023-12-26;2023;December;12;26;Tuesday;2;dzień pracujący;Drugi Dzień Bożego Narodzenia;brak wakacji
726;2023-12-27;2023;December;12;27;Wednesday;3;dzień pracujący;brak święta;brak wakacji
727;2023-12-28;2023;December;12;28;Thursday;4;dzień pracujący;brak święta;brak wakacji
728;2023-12-29;2023;December;12;29;Friday;5;dzień pracujący;brak święta;brak wakacji
729;2023-12-30;2023;December;12;30;Saturday;6;weekend;brak święta;brak wakacji
730;2023-12-31;2023;December;12;31;Sunday;7;weekend;brak święta;brak wakacji
731;2024-01-01;2024;January;1;1;Monday;1;dzień pracujący;Nowy Rok;brak wakacji
732;2024-01-02;2024;January;1;2;Tuesday;2;dzień pracujący;brak święta;brak wakacji
733;2024-01-03;2024;January;1;3;Wednesday;3;dzień pracujący;brak święta;brak wakacji
734;2024-01-04;2024;January;1;4;Thursday;4;dzień pracujący;brak święta;brak wakacji
735;2024-01-05;2024;January;1;5;Friday;5;dzień pracujący;brak święta;brak wakacji
736;2024-01-06;2024;January;1;6;Saturday;6;weekend;Święto Trzech Króli;brak wakacji
737;2024-01-07;2024;January;1;7;Sunday;7;weekend;brak święta;brak wakacji
738;2024-01-08;2024;January;1;8;Monday;1;dzień pracujący;brak święta;brak wakacji
739;2024-01-09;2024;January;1;9;Tuesday;2;dzień pracujący;brak święta;brak wakacji
740;2024-01-10;2024;January;1;10;Wednesday;3;dzień pracujący;brak święta;brak wakacji
741;2024-01-11;2024;January;1;11;Thursday;4;dzień pracujący;brak święta;brak wakacji
742;2024-01-12;2024;January;1;12;Friday;5;dzień pracujący;brak święta;brak wakacji
743;2024-01-13;2024;January;1;13;Saturday;6;weekend;brak święta;brak wakacji
744;2024-01-14;2024;January;1;14;Sunday;7;weekend;brak święta;brak wakacji
745;2024-01-15;2024;January;1;15;Monday;1;dzień pracujący;brak święta;brak wakacji
746;2024-01-16;2024;January;1;16;Tuesday;2;dzień pracujący;brak święta;brak wakacji
747;2024-01-17;2024;January;1;17;Wednesday;3;dzień pracujący;brak święta;brak wakacji
748;2024-01-18;2024;January;1;18;Thursday;4;dzień pracujący;brak święta;brak wakacji
749;2024-01-19;2024;January;1;19;Friday;5;dzień pracujący;brak święta;brak wakacji
750;2024-01-20;2024;January;1;20;Saturday;6;weekend;brak święta;brak wakacji
751;2024-01-21;2024;January;1;21;Sunday;7;weekend;brak święta;brak wakacji
752;2024-01-22;2024;January;1;22;Monday;1;dzień pracujący;brak święta;brak wakacji
753;2024-01-23;2024;January;1;23;Tuesday;2;dzień pracujący;brak święta;brak wakacji
754;2024-01-24;2024;January;1;24;Wednesday;3;dzień pracujący;brak święta;brak wakacji
755;2024-01-25;2024;January;1;25;Thursday;4;dzień pracujący;brak święta;brak wakacji
756;2024-01-26;2024;January;1;26;Friday;5;dzień pracujący;brak święta;brak wakacji
757;2024-01-27;2024;January;1;27;Saturday;6;weekend;brak święta;brak wakacji
758;2024-01-28;2024;January;1;28;Sunday;7;weekend;brak święta;brak wakacji
759;2024-01-29;2024;January;1;29;Monday;1;dzień pracujący;brak święta;brak wakacji
760;2024-01-30;2024;January;1;30;Tuesday;2;dzień pracujący;brak święta;brak wakacji
761;2024-01-31;2024;January;1;31;Wednesday;3;dzień pracujący;brak święta;brak wakacji
762;2024-02-01;2024;February;2;1;Thursday;4;dzień pracujący;brak święta;ferie zimowe
763;2024-02-02;2024;February;2;2;Friday;5;dzień pracujący;brak święta;ferie zimowe
764;2024-02-03;2024;February;2;3;Saturday;6;weekend;brak święta;ferie zimowe
765;2024-02-04;2024;February;2;4;Sunday;7;weekend;brak święta;ferie zimowe
766;2024-02-05;2024;February;2;5;Monday;1;dzień pracujący;brak święta;ferie zimowe
767;2024-02-06;2024;February;2;6;Tuesday;2;dzień pracujący;brak święta;ferie zimowe
768;2024-02-07;2024;February;2;7;Wednesday;3;dzień pracujący;brak święta;ferie zimowe
769;2024-02-08;2024;February;2;8;Thursday;4;dzień pracujący;brak święta;ferie zimowe
770;2024-02-09;2024;February;2;9;Friday;5;dzień pracujący;brak święta;ferie zimowe
771;2024-02-10;2024;February;2;10;Saturday;6;weekend;brak święta;ferie zimowe
772;2024-02-11;2024;February;2;11;Sunday;7;weekend;brak święta;ferie zimowe
773;2024-02-12;2024;February;2;12;Monday;1;dzień pracujący;brak święta;ferie zimowe
774;2024-02-13;2024;February;2;13;Tuesday;2;dzień pracujący;brak święta;ferie zimowe
775;2024-02-14;2024;February;2;14;Wednesday;3;dzień pracujący;brak święta;ferie zimowe
776;2024-02-15;2024;February;2;15;Thursday;4;dzień pracujący;brak święta;ferie zimowe
777;2024-02-16;2024;February;2;16;Friday;5;dzień pracujący;brak święta;brak wakacji
778;2024-02-17;2024;February;2;17;Saturday;6;weekend;brak święta;brak wakacji
779;2024-02-18;2024;February;2;18;Sunday;7;weekend;brak święta;brak wakacji
780;2024-02-19;2024;February;2;19;Monday;1;dzień pracujący;brak święta;brak wakacji
781;2024-02-20;2024;February;2;20;Tuesday;2;dzień pracujący;brak święta;brak wakacji
782;2024-02-21;2024;February;2;21;Wednesday;3;dzień pracujący;brak święta;brak wakacji
783;2024-02-22;2024;February;2;22;Thursday;4;dzień pracujący;brak święta;brak wakacji
784;2024-02-23;2024;February;2;23;Friday;5;dzień pracujący;brak święta;brak wakacji
785;2024-02-24;2024;February;2;24;Saturday;6;weekend;brak święta;brak wakacji
786;2024-02-25;2024;February;2;25;Sunday;7;weekend;brak święta;brak wakacji
787;2024-02-26;2024;February;2;26;Monday;1;dzień pracujący;brak święta;brak wakacji
788;2024-02-27;2024;February;2;27;Tuesday;2;dzień pracujący;brak święta;brak wakacji
789;2024-02-28;2024;February;2;28;Wednesday;3;dzień pracujący;brak święta;brak wakacji
790;2024-02-29;2024;February;2;29;Thursday;4;dzień pracujący;brak święta;brak wakacji
791;2024-03-01;2024;March;3;1;Friday;5;dzień pracujący;brak święta;brak wakacji
792;2024-03-02;2024;March;3;2;Saturday;6;weekend;brak święta;brak wakacji
793;2024-03-03;2024;March;3;3;Sunday;7;weekend;brak święta;brak wakacji
794;2024-03-04;2024;March;3;4;Monday;1;dzień pracujący;brak święta;brak wakacji
795;2024-03-05;2024;March;3;5;Tuesday;2;dzień pracujący;brak święta;brak wakacji
796;2024-03-06;2024;March;3;6;Wednesday;3;dzień pracujący;brak święta;brak wakacji
797;2024-03-07;2024;March;3;7;Thursday;4;dzień pracujący;brak święta;brak wakacji
798;2024-03-08;2024;March;3;8;Friday;5;dzień pracujący;brak święta;brak wakacji
799;2024-03-09;2024;March;3;9;Saturday;6;weekend;brak święta;brak wakacji
800;2024-03-10;2024;March;3;10;Sunday;7;weekend;brak święta;brak wakacji
801;2024-03-11;2024;March;3;11;Monday;1;dzień pracujący;brak święta;brak wakacji
802;2024-03-12;2024;March;3;12;Tuesday;2;dzień pracujący;brak święta;brak wakacji
803;2024-03-13;2024;March;3;13;Wednesday;3;dzień pracujący;brak święta;brak wakacji
804;2024-03-14;2024;March;3;14;Thursday;4;dzień pracujący;brak święta;brak wakacji
805;2024-03-15;2024;March;3;15;Friday;5;dzień pracujący;brak święta;brak wakacji
806;2024-03-16;2024;March;3;16;Saturday;6;weekend;brak święta;brak wakacji
807;2024-03-17;2024;March;3;17;Sunday;7;weekend;brak święta;brak wakacji
808;2024-03-18;2024;March;3;18;Monday;1;dzień pracujący;brak święta;brak wakacji
809;2024-03-19;2024;March;3;19;Tuesday;2;dzień pracujący;brak święta;brak wakacji
810;2024-03-20;2024;March;3;20;Wednesday;3;dzień pracujący;brak święta;brak wakacji
811;2024-03-21;2024;March;3;21;Thursday;4;dzień pracujący;brak święta;brak wakacji
812;2024-03-22;2024;March;3;22;Friday;5;dzień pracujący;brak święta;brak wakacji
813;2024-03-23;2024;March;3;23;Saturday;6;weekend;brak święta;brak wakacji
814;2024-03-24;2024;March;3;24;Sunday;7;weekend;brak święta;brak wakacji
815;2024-03-25;2024;March;3;25;Monday;1;dzień pracujący;brak święta;brak wakacji
816;2024-03-26;2024;March;3;26;Tuesday;2;dzień pracujący;brak święta;brak wakacji
817;2024-03-27;2024;March;3;27;Wednesday;3;dzień pracujący;brak święta;brak wakacji
818;2024-03-28;2024;March;3;28;Thursday;4;dzień pracujący;brak święta;brak wakacji
819;2024-03-29;2024;March;3;29;Friday;5;dzień pracujący;brak święta;brak wakacji
820;2024-03-30;2024;March;3;30;Saturday;6;weekend;brak święta;brak wakacji
821;2024-03-31;2024;March;3;31;Sunday;7;weekend;Wielkanoc;brak wakacji
822;2024-04-01;2024;April;4;1;Monday;1;dzień pracujący;Poniedziałek Wielkanocny;brak wakacji
823;2024-04-02;2024;April;4;2;Tuesday;2;dzień pracujący;brak święta;brak wakacji
824;2024-04-03;2024;April;4;3;Wednesday;3;dzień pracujący;brak święta;brak wakacji
825;2024-04-04;2024;April;4;4;Thursday;4;dzień pracujący;brak święta;brak wakacji
826;2024-04-05;2024;April;4;5;Friday;5;dzień pracujący;brak święta;brak wakacji
827;2024-04-06;2024;April;4;6;Saturday;6;weekend;brak święta;brak wakacji
828;2024-04-07;2024;April;4;7;Sunday;7;weekend;brak święta;brak wakacji
829;2024-04-08;2024;April;4;8;Monday;1;dzień pracujący;brak święta;brak wakacji
830;2024-04-09;2024;April;4;9;Tuesday;2;dzień pracujący;brak święta;brak wakacji
831;2024-04-10;2024;April;4;10;Wednesday;3;dzień pracujący;brak święta;brak wakacji
832;2024-04-11;2024;April;4;11;Thursday;4;dzień pracujący;brak święta;brak wakacji
833;2024-04-12;2024;April;4;12;Friday;5;dzień pracujący;brak święta;brak wakacji
834;2024-04-13;2024;April;4;13;Saturday;6;weekend;brak święta;brak wakacji
835;2024-04-14;2024;April;4;14;Sunday;7;weekend;brak święta;brak wakacji
836;2024-04-15;2024;April;4;15;Monday;1;dzień pracujący;brak święta;brak wakacji
837;2024-04-16;2024;April;4;16;Tuesday;2;dzień pracujący;brak święta;brak wakacji
838;2024-04-17;2024;April;4;17;Wednesday;3;dzień pracujący;brak święta;brak wakacji
839;2024-04-18;2024;April;4;18;Thursday;4;dzień pracujący;brak święta;brak wakacji
840;2024-04-19;2024;April;4;19;Friday;5;dzień pracujący;brak święta;brak wakacji
841;2024-04-20;2024;April;4;20;Saturday;6;weekend;brak święta;brak wakacji
842;2024-04-21;2024;April;4;21;Sunday;7;weekend;brak święta;brak wakacji
843;2024-04-22;2024;April;4;22;Monday;1;dzień pracujący;brak święta;brak wakacji
844;2024-04-23;2024;April;4;23;Tuesday;2;dzień pracujący;brak święta;brak wakacji
845;2024-04-24;2024;April;4;24;Wednesday;3;dzień pracujący;brak święta;brak wakacji
846;2024-04-25;2024;April;4;25;Thursday;4;dzień pracujący;brak święta;brak wakacji
847;2024-04-26;2024;April;4;26;Friday;5;dzień pracujący;brak święta;brak wakacji
848;2024-04-27;2024;April;4;27;Saturday;6;weekend;brak święta;brak wakacji
849;2024-04-28;2024;April;4;28;Sunday;7;weekend;brak święta;brak wakacji
850;2024-04-29;2024;April;4;29;Monday;1;dzień pracujący;brak święta;brak wakacji
851;2024-04-30;2024;April;4;30;Tuesday;2;dzień pracujący;brak święta;brak wakacji
852;2024-05-01;2024;May;5;1;Wednesday;3;dzień pracujący;Święto Pracy;brak wakacji
853;2024-05-02;2024;May;5;2;Thursday;4;dzień pracujący;brak święta;brak wakacji
854;2024-05-03;2024;May;5;3;Friday;5;dzień pracujący;Święto Konstytucji 3 Maja;brak wakacji
855;2024-05-04;2024;May;5;4;Saturday;6;weekend;brak święta;brak wakacji
856;2024-05-05;2024;May;5;5;Sunday;7;weekend;brak święta;brak wakacji
857;2024-05-06;2024;May;5;6;Monday;1;dzień pracujący;brak święta;brak wakacji
858;2024-05-07;2024;May;5;7;Tuesday;2;dzień pracujący;brak święta;brak wakacji
859;2024-05-08;2024;May;5;8;Wednesday;3;dzień pracujący;brak święta;brak wakacji
860;2024-05-09;2024;May;5;9;Thursday;4;dzień pracujący;brak święta;brak wakacji
861;2024-05-10;2024;May;5;10;Friday;5;dzień pracujący;brak święta;brak wakacji
862;2024-05-11;2024;May;5;11;Saturday;6;weekend;brak święta;brak wakacji
863;2024-05-12;2024;May;5;12;Sunday;7;weekend;brak święta;brak wakacji
864;2024-05-13;2024;May;5;13;Monday;1;dzień pracujący;brak święta;brak wakacji
865;2024-05-14;2024;May;5;14;Tuesday;2;dzień pracujący;brak święta;brak wakacji
866;2024-05-15;2024;May;5;15;Wednesday;3;dzień pracujący;brak święta;brak wakacji
867;2024-05-16;2024;May;5;16;Thursday;4;dzień pracujący;brak święta;brak wakacji
868;2024-05-17;2024;May;5;17;Friday;5;dzień pracujący;brak święta;brak wakacji
869;2024-05-18;2024;May;5;18;Saturday;6;weekend;brak święta;brak wakacji
870;2024-05-19;2024;May;5;19;Sunday;7;weekend;Zielone Świątki;brak wakacji
871;2024-05-20;2024;May;5;20;Monday;1;dzień pracujący;brak święta;brak wakacji
872;2024-05-21;2024;May;5;21;Tuesday;2;dzień pracujący;brak święta;brak wakacji
873;2024-05-22;2024;May;5;22;Wednesday;3;dzień pracujący;brak święta;brak wakacji
874;2024-05-23;2024;May;5;23;Thursday;4;dzień pracujący;brak święta;brak wakacji
875;2024-05-24;2024;May;5;24;Friday;5;dzień pracujący;brak święta;brak wakacji
876;2024-05-25;2024;May;5;25;Saturday;6;weekend;brak święta;brak wakacji
877;2024-05-26;2024;May;5;26;Sunday;7;weekend;brak święta;brak wakacji
878;2024-05-27;2024;May;5;27;Monday;1;dzień pracujący;brak święta;brak wakacji
879;2024-05-28;2024;May;5;28;Tuesday;2;dzień pracujący;brak święta;brak wakacji
880;2024-05-29;2024;May;5;29;Wednesday;3;dzień pracujący;brak święta;brak wakacji
881;2024-05-30;2024;May;5;30;Thursday;4;dzień pracujący;Boże Ciało;brak wakacji
882;2024-05-31;2024;May;5;31;Friday;5;dzień pracujący;brak święta;brak wakacji
883;2024-06-01;2024;June;6;1;Saturday;6;weekend;brak święta;brak wakacji
884;2024-06-02;2024;June;6;2;Sunday;7;weekend;brak święta;brak wakacji
885;2024-06-03;2024;June;6;3;Monday;1;dzień pracujący;brak święta;brak wakacji
886;2024-06-04;2024;June;6;4;Tuesday;2;dzień pracujący;brak święta;brak wakacji
887;2024-06-05;2024;June;6;5;Wednesday;3;dzień pracujący;brak święta;brak wakacji
888;2024-06-06;2024;June;6;6;Thursday;4;dzień pracujący;brak święta;brak wakacji
889;2024-06-07;2024;June;6;7;Friday;5;dzień pracujący;brak święta;brak wakacji
890;2024-06-08;2024;June;6;8;Saturday;6;weekend;brak święta;brak wakacji
891;2024-06-09;2024;June;6;9;Sunday;7;weekend;brak święta;brak wakacji
892;2024-06-10;2024;June;6;10;Monday;1;dzień pracujący;brak święta;brak wakacji
893;2024-06-11;2024;June;6;11;Tuesday;2;dzień pracujący;brak święta;brak wakacji
894;2024-06-12;2024;June;6;12;Wednesday;3;dzień pracujący;brak święta;brak wakacji
895;2024-06-13;2024;June;6;13;Thursday;4;dzień pracujący;brak święta;brak wakacji
896;2024-06-14;2024;June;6;14;Friday;5;dzień pracujący;brak święta;brak wakacji
897;2024-06-15;2024;June;6;15;Saturday;6;weekend;brak święta;brak wakacji
898;2024-06-16;2024;June;6;16;Sunday;7;weekend;brak święta;brak wakacji
899;2024-06-17;2024;June;6;17;Monday;1;dzień pracujący;brak święta;brak wakacji
900;2024-06-18;2024;June;6;18;Tuesday;2;dzień pracujący;brak święta;brak wakacji
901;2024-06-19;2024;June;6;19;Wednesday;3;dzień pracujący;brak święta;brak wakacji
902;2024-06-20;2024;June;6;20;Thursday;4;dzień pracujący;brak święta;brak wakacji
903;2024-06-21;2024;June;6;21;Friday;5;dzień pracujący;brak święta;brak wakacji
904;2024-06-22;2024;June;6;22;Saturday;6;weekend;brak święta;brak wakacji
905;2024-06-23;2024;June;6;23;Sunday;7;weekend;brak święta;brak wakacji
906;2024-06-24;2024;June;6;24;Monday;1;dzień pracujący;brak święta;brak wakacji
907;2024-06-25;2024;June;6;25;Tuesday;2;dzień pracujący;brak święta;brak wakacji
908;2024-06-26;2024;June;6;26;Wednesday;3;dzień pracujący;brak święta;brak wakacji
909;2024-06-27;2024;June;6;27;Thursday;4;dzień pracujący;brak święta;brak wakacji
910;2024-06-28;2024;June;6;28;Friday;5;dzień pracujący;brak święta;brak wakacji
911;2024-06-29;2024;June;6;29;Saturday;6;weekend;brak święta;brak wakacji
912;2024-06-30;2024;June;6;30;Sunday;7;weekend;brak święta;brak wakacji
913;2024-07-01;2024;July;7;1;Monday;1;dzień pracujący;brak święta;wakacje letnie
914;2024-07-02;2024;July;7;2;Tuesday;2;dzień pracujący;brak święta;wakacje letnie
915;2024-07-03;2024;July;7;3;Wednesday;3;dzień pracujący;brak święta;wakacje letnie
916;2024-07-04;2024;July;7;4;Thursday;4;dzień pracujący;brak święta;wakacje letnie
917;2024-07-05;2024;July;7;5;Friday;5;dzień pracujący;brak święta;wakacje letnie
918;2024-07-06;2024;July;7;6;Saturday;6;weekend;brak święta;wakacje letnie
919;2024-07-07;2024;July;7;7;Sunday;7;weekend;brak święta;wakacje letnie
920;2024-07-08;2024;July;7;8;Monday;1;dzień pracujący;brak święta;wakacje letnie
921;2024-07-09;2024;July;7;9;Tuesday;2;dzień pracujący;brak święta;wakacje letnie
922;2024-07-10;2024;July;7;10;Wednesday;3;dzień pracujący;brak święta;wakacje letnie
923;2024-07-11;2024;July;7;11;Thursday;4;dzień pracujący;brak święta;wakacje letnie
924;2024-07-12;2024;July;7;12;Friday;5;dzień pracujący;brak święta;wakacje letnie
925;2024-07-13;2024;July;7;13;Saturday;6;weekend;brak święta;wakacje letnie
926;2024-07-14;2024;July;7;14;Sunday;7;weekend;brak święta;wakacje letnie
927;2024-07-15;2024;July;7;15;Monday;1;dzień pracujący;brak święta;wakacje letnie
928;2024-07-16;2024;July;7;16;Tuesday;2;dzień pracujący;brak święta;wakacje letnie
929;2024-07-17;2024;July;7;17;Wednesday;3;dzień pracujący;brak święta;wakacje letnie
930;2024-07-18;2024;July;7;18;Thursday;4;dzień pracujący;brak święta;wakacje letnie
931;2024-07-19;2024;July;7;19;Friday;5;dzień pracujący;brak święta;wakacje letnie
932;2024-07-20;2024;July;7;20;Saturday;6;weekend;brak święta;wakacje letnie
933;2024-07-21;2024;July;7;21;Sunday;7;weekend;brak święta;wakacje letnie
934;2024-07-22;2024;July;7;22;Monday;1;dzień pracujący;brak święta;wakacje letnie
935;2024-07-23;2024;July;7;23;Tuesday;2;dzień pracujący;brak święta;wakacje letnie
936;2024-07-24;2024;July;7;24;Wednesday;3;dzień pracujący;brak święta;wakacje letnie
937;2024-07-25;2024;July;7;25;Thursday;4;dzień pracujący;brak święta;wakacje letnie
938;2024-07-26;2024;July;7;26;Friday;5;dzień pracujący;brak święta;wakacje letnie
939;2024-07-27;2024;July;7;27;Saturday;6;weekend;brak święta;wakacje letnie
